game_id,rated.x,treat_type,chat_type,opp_respond,rated.y,variant,speed,perf,createdAt,lastMoveAt,status,players,winner,moves,analysis,clock,white_rating,white_ratingDiff,white_inaccuracy,white_mistake,white_blunder,white_acpl,white_accuracy,white_player,black_rating,black_ratingDiff,black_inaccuracy,black_mistake,black_blunder,black_acpl,black_accuracy,black_player,opponent_color,op_rating,op_ratingDiff,op_inaccuracy,op_mistake,op_blunder,op_acpl,op_accuracy,op_player,Event,Site,Date,Round,White,Black,Result,Movetext,NMoves,W1,B1,W2,B2,W3,B3,W4,B4,W5,B5,W6,B6,W7,B7,W8,B8,W9,B9,W10,B10,last.move,complete.movetext,W_B_moves,W_K_moves,W_N_moves,W_O_moves,W_Q_moves,W_R_moves,B_B_moves,B_K_moves,B_N_moves,B_O_moves,B_Q_moves,B_R_moves,B_moves,K_moves,N_moves,O_moves,Q_moves,R_moves
1mcS3U86,TRUE,1,Chatty,FALSE,TRUE,standard,rapid,rapid,1699559143253,1699559798404,mate,"{'white': {'user': {'name': 'SergeiN25', 'id': 'sergein25'}, 'rating': 1276, 'ratingDiff': 6, 'analysis': {'inaccuracy': 3, 'mistake': 2, 'blunder': 7, 'acpl': 105, 'accuracy': 65}}, 'black': {'user': {'name': 'sandman353', 'id': 'sandman353'}, 'rating': 1304, 'ratingDiff': -11, 'analysis': {'inaccuracy': 4, 'mistake': 3, 'blunder': 6, 'acpl': 131, 'accuracy': 47}}}",white,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 Re1 O-O c3 d6 d4 exd4 cxd4 Bb6 d5 Ne5 Nxe5 dxe5 Bg5 h6 Bh4 Bg4 Qd2 c6 Nc3 cxd5 Nxd5 Rc8 b3 Ba5 Qe3 Bxe1 Rxe1 Qa5 Ne7+ Kh8 Nxc8 Rxc8 Bxf7 Qxa2 h3 Bh5 Bxh5 Nxh5 Rc1 Rxc1+ Qxc1 Qxb3 Qc7 Qb1+ Kh2 Qxe4 g3 Qe2 Qc8+ Kh7 Qf5+ g6 Qf7+ Ng7 Kg2 Qe4+ Kf1 Qh1+ Ke2 Qxh3 Bf6 Qg4+ Kf1 Qd1+ Kg2 h5 Qxg7#,"[{'eval': 36}, {'eval': 35}, {'eval': 29}, {'eval': 32}, {'eval': 21}, {'eval': 29}, {'eval': -26, 'best': 'f3g5', 'variation': 'Ng5 d5 exd5 Na5 Bb5+ c6 dxc6 bxc6 Be2 h6', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Ng5 was best.'}}, {'eval': 21}, {'eval': 21}, {'eval': 19}, {'eval': -89, 'best': 'd2d3', 'variation': 'd3 d6 c3 a5 h3 h6 Bb5 Ba7 Be3 Bxe3', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. d3 was best.'}}, {'eval': 46, 'best': 'f6e4', 'variation': 'Nxe4 d4 exd4 cxd4 Bb4 Rxe4 d5 Bg5 Qd7 Ne5', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Nxe4 was best.'}}, {'eval': 12}, {'eval': 74, 'best': 'c5b6', 'variation': 'Bb6 h3 Re8 a4 exd4 cxd4 d5 exd5 Rxe1+ Qxe1', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Bb6 was best.'}}, {'eval': 51}, {'eval': 51}, {'eval': 35}, {'eval': 45}, {'eval': 49}, {'eval': 45}, {'eval': 15}, {'eval': 27}, {'eval': 1}, {'eval': 22}, {'eval': -83, 'best': 'd1b3', 'variation': 'Qb3 Qe7', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Qb3 was best.'}}, {'eval': 16, 'best': 'f6e4', 'variation': 'Nxe4 Bxd8 Nxd2 Nxd2 Raxd8 Rxe5 Rfe8 Rxe8+ Rxe8 h3 Bd7 Rc1 Re5 b4', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Nxe4 was best.'}}, {'eval': -29}, {'eval': 77, 'best': 'f6e4', 'variation': 'Nxe4 Rxe4 Qxh4 Rae1 Qh5 Rxe5 Qg6 g3 Rad8 Bf1 Qd6 Bc4 Kh8 Bb3', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Nxe4 was best.'}}, {'eval': 84}, {'eval': 468, 'best': 'g8h7', 'variation': 'Kh7 Bxf6 gxf6 h3 Be6 Qd3 Rc8 Rac1 Bd4 Qf3 Kg7 b3 b5 Bd3', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Kh7 was best.'}}, {'eval': 64, 'best': 'd5f6', 'variation': 'Nxf6+ gxf6 Qxh6 Rxc4 Bxf6 Qxf6 Qxf6 Rc6 Qxe5 Rg6 Qf4 Bh3 g3 Rc8', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Nxf6+ was best.'}}, {'eval': 135, 'best': 'g8h7', 'variation': 'Kh7', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Kh7 was best.'}}, {'eval': -316, 'best': 'd5f6', 'variation': 'Nxf6+ Qxf6', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Nxf6+ was best.'}}, {'eval': 55, 'best': 'f6d5', 'variation': 'Nxd5 Bxd8 Nxe3 Bxa5 Nc2 Rf1 Nxa1 Rxa1 Be6 Bxe6 fxe6 Bd2 Rc2 Be3', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Nxd5 was best.'}}, {'eval': -313, 'best': 'h4f6', 'variation': 'Bxf6', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Bxf6 was best.'}}, {'eval': 488, 'best': 'f6d5', 'variation': 'Nxd5 Qg3 Nf6 Bxf6 Qxf6 Qxg4 b5 Bd5 Rc2 Rf1 Rxa2 Qd7 a6 Qc7', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Nxd5 was best.'}}, {'eval': 137, 'best': 'h4f6', 'variation': 'Bxf6 Rfe8 b4 Qa4 Bb3 Qa3 h3 Bh5 Kh2 Bg6 Bh4 Kh8 f3', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Bxf6 was best.'}}, {'eval': 444, 'best': 'g8h7', 'variation': 'Kh7 Nxc8', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Kh7 was best.'}}, {'eval': 444}, {'eval': 460}, {'eval': 257, 'best': 'h4f6', 'variation': 'Bxf6 Kh7 Bh4 Bh5 Ra1 b5 Bf1 f6 f4 exf4 Qxf4 Qc3 Re1 Bg6', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Bxf6 was best.'}}, {'eval': 597, 'best': 'c8f8', 'variation': 'Rf8 Bc4', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Rf8 was best.'}}, {'eval': 359, 'best': 'h4f6', 'variation': 'Bxf6 Kh7 Bxe5 Qa5 Bd5 Qxe1+ Qxe1 Rc2 Bd4 Rc7 Qe3 Be6 Bxe6 g5', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Bxf6 was best.'}}, {'eval': 696, 'best': 'c8f8', 'variation': 'Rf8 Bxf6 Rxf7 Bxe5 Be6 Qxh6+ Kg8 Qe3 Qxb3 Qxa7 Kh7 Qc5 b6 Qc1', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Rf8 was best.'}}, {'eval': 43, 'best': 'h4f6', 'variation': 'Bxf6 Kh7 Bxh5 Rg8 Rd1 Qa6 Bxe5 Qe6 Qg3 Qxe5 Qxe5 Kh8 Qc5 b5', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Bxf6 was best.'}}, {'eval': 51}, {'eval': 0}, {'eval': 0}, {'eval': 0}, {'eval': 0}, {'eval': -183, 'best': 'c1c8', 'variation': 'Qc8+ Qg8 Qxb7 g5 Bg3 Nxg3 fxg3 Qg7 Qc8+ Kh7 Qf5+ Kg8 h4 gxh4', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Qc8+ was best.'}}, {'eval': -140}, {'eval': -142}, {'eval': -145}, {'eval': -155}, {'eval': 0, 'best': 'e4d5', 'variation': 'Qd5 Qc8+ Kh7 Qf5+ g6 Qc2 Ng7 Bf6 Qd6 Bxg7 Kxg7 Qe4 Qc7 g4', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Qd5 was best.'}}, {'eval': 0}, {'eval': 0}, {'eval': 0}, {'eval': 21}, {'eval': 0}, {'eval': 16}, {'eval': -463, 'best': 'h4e7', 'variation': 'Be7', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Be7 was best.'}}, {'eval': -457}, {'eval': -467}, {'eval': -483}, {'eval': -478}, {'mate': 7, 'best': 'h1e4', 'variation': 'Qe4+ Kf1 g5 Bxg5 Qh1+ Ke2 hxg5 Qc4 Qc6 Qg4 Qc2+ Ke1 Qb1+ Ke2', 'judgment': {'name': 'Blunder', 'comment': 'Checkmate is now unavoidable. Qe4+ was best.'}}, {'mate': 6}, {'mate': 5}, {'mate': 5}, {'mate': 5}, {'mate': 4}, {'mate': 1}]","{'initial': 600, 'increment': 0, 'totalTime': 600}",1276,6,3,2,7,105,65,SergeiN25,1304,-11,4,3,6,131,47,sandman353,white,1276,6,3,2,7,105,65,SergeiN25,Rated Rapid game,https://lichess.org/1mcS3U86,2023.11.09,,SergeiN25,sandman353,1-0,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. O-O Bc5 5. Re1 O-O 6. c3 d6 7. d4 exd4 8. cxd4 Bb6 9. d5 Ne5 10. Nxe5 dxe5 11. Bg5 h6 12. Bh4 Bg4 13. Qd2 c6 14. Nc3 cxd5 15. Nxd5 Rc8 16. b3 Ba5 17. Qe3 Bxe1 18. Rxe1 Qa5 19. Ne7+ Kh8 20. Nxc8 Rxc8 21. Bxf7 Qxa2 22. h3 Bh5 23. Bxh5 Nxh5 24. Rc1 Rxc1+ 25. Qxc1 Qxb3 26. Qc7 Qb1+ 27. Kh2 Qxe4 28. g3 Qe2 29. Qc8+ Kh7 30. Qf5+ g6 31. Qf7+ Ng7 32. Kg2 Qe4+ 33. Kf1 Qh1+ 34. Ke2 Qxh3 35. Bf6 Qg4+ 36. Kf1 Qd1+ 37. Kg2 h5 38. Qxg7#,38,e4,e5,Nf3,Nc6,Bc4,Nf6,O-O,Bc5,Re1,O-O,c3,d6,d4,exd4,cxd4,Bb6,d5,Ne5,Nxe5,dxe5,Qxg7#,TRUE,6,7,6,1,8,4,6,3,5,1,11,4,12,10,11,2,19,8
3vN5OVdx,TRUE,0,Chatty,FALSE,TRUE,standard,rapid,rapid,1699628458798,1699629510263,draw,"{'white': {'user': {'name': 'sandman353', 'id': 'sandman353'}, 'rating': 1323, 'ratingDiff': 0, 'analysis': {'inaccuracy': 2, 'mistake': 3, 'blunder': 2, 'acpl': 62, 'accuracy': 75}}, 'black': {'user': {'name': 'cardiotrap', 'id': 'cardiotrap'}, 'rating': 1336, 'ratingDiff': 0, 'analysis': {'inaccuracy': 3, 'mistake': 1, 'blunder': 2, 'acpl': 83, 'accuracy': 65}}}","",Nc3 e5 Nf3 Nc6 d4 f6 dxe5 fxe5 e4 Bc5 Bc4 d6 Ng5 Nh6 Qf3 Bg4 Qg3 Nd4 O-O Qd7 Nd5 O-O-O c3 Nc2 Rb1 c6 Ne3 Nxe3 Bxe3 Bxe3 fxe3 b5 Be6 Qxe6 Nxe6 Rde8 Nxg7 Re7 Nf5 Bxf5 exf5 Rg8 Qh4 Reg7 Qxh6 Rxg2+ Kh1 c5 Qxh7 R2g7 Qh3 Kb7 f6 Rf7 Qe6 Rgf8 Qxd6 c4 Qd5+ Kb6 Qxe5 Ka6 Qe6+ Kb7 Rbd1 Kc7 Qd6+ Kc8 Qe6+ Kc7 Qd6+ Kc8 Qe6+ Kc7,"[{'eval': -13}, {'eval': 38}, {'eval': 39}, {'eval': 18}, {'eval': 40}, {'eval': 115, 'best': 'e5d4', 'variation': 'exd4 Nxd4 Nf6 Bg5 Bb4 Nxc6 Bxc3+ bxc3 bxc6 e3', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. exd4 was best.'}}, {'eval': 98}, {'eval': 98}, {'eval': 43}, {'eval': 176, 'best': 'f8b4', 'variation': 'Bb4 Bc4 Nf6 Ng5 Qe7 Bf7+ Kf8 Bb3 Na5 O-O', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Bb4 was best.'}}, {'eval': 184}, {'eval': 242}, {'eval': 285}, {'eval': 357}, {'eval': 157, 'best': 'd1h5', 'variation': 'Qh5+ Kf8 Nf7 Bg4 Nxd8 Bxh5 Ne6+ Ke7 Nxg7 Bf7 Nd5+ Bxd5 exd5 Nb4', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Qh5+ was best.'}}, {'eval': 150}, {'eval': 82, 'best': 'c4f7', 'variation': 'Bf7+ Kd7', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Bf7+ was best.'}}, {'eval': 92}, {'eval': 138}, {'eval': 209, 'best': 'c7c6', 'variation': 'c6 Kh1', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. c6 was best.'}}, {'eval': 69, 'best': 'c1e3', 'variation': 'Be3 O-O-O h3 Be6 Nxe6 Nxe6 Bxc5 Nxc5 Qe3 Kb8 b4 Ne6 Nb5 Nd4', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. Be3 was best.'}}, {'eval': 75}, {'eval': 58}, {'eval': 311, 'best': 'd4e2', 'variation': 'Ne2+ Bxe2', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Ne2+ was best.'}}, {'eval': 282}, {'eval': 272}, {'eval': 108, 'best': 'b2b4', 'variation': 'b4 cxd5 Bxd5 Bb6 h3 Kb8 Qd3 Bh5 Qxc2 Ng8 a4 Re8 a5 Bd8', 'judgment': {'name': 'Mistake', 'comment': 'Mistake. b4 was best.'}}, {'eval': 121}, {'eval': 117}, {'eval': 117}, {'eval': 114}, {'eval': 158}, {'eval': -262, 'best': 'c4b3', 'variation': 'Bb3 Rdf8 Rxf8+ Rxf8 Nxh7 Rh8 Ng5 Kc7 Rf1 a5 h3 a4 Be6 Qe7', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Bb3 was best.'}}, {'eval': 571, 'best': 'g4e6', 'variation': 'Bxe6 Nxe6 Qxe6 Qxg7 Rhg8 Qxa7 Qg6 Rf2 Rd7 Qa6+ Kc7 b3 Qxe4 Re1', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. Bxe6 was best.'}}, {'eval': 569}, {'eval': 634}, {'eval': 647}, {'eval': 683}, {'eval': 669}, {'eval': 671}, {'eval': 653}, {'eval': 679}, {'eval': 688}, {'eval': 792}, {'eval': 792}, {'eval': 829}, {'eval': 888}, {'eval': 934}, {'eval': 852}, {'eval': 829}, {'eval': 892}, {'eval': 920}, {'eval': 911}, {'eval': 934}, {'eval': 1001}, {'eval': 955}, {'eval': 915}, {'eval': 1039}, {'eval': 1074}, {'eval': 1519}, {'eval': 1201}, {'mate': 9, 'best': 'b6a5', 'variation': 'Ka5 a4 Rb8 axb5 Rh8 Ra1+ Kb6 Qd4+ Kxb5 Rf5+ Kc6 Qd5+ Kc7 Rxa7+', 'judgment': {'name': 'Inaccuracy', 'comment': 'Checkmate is now unavoidable. Ka5 was best.'}}, {'eval': 1864, 'best': 'f1f5', 'variation': 'Rf5 Rb7 Qd6+ Rb6 Qxf8 Rc6 f7 Kb7 Qe7+ Rc7 Qe4+ Kb6 Rf6+ Rc6', 'judgment': {'name': 'Inaccuracy', 'comment': 'Lost forced checkmate sequence. Rf5 was best.'}}, {'mate': 9}, {'mate': 8}, {'mate': 5}, {'mate': 9}, {'mate': 5}, {'mate': 7}, {'mate': 5}, {'mate': 10}, {'mate': 5}, {'eval': 0, 'best': 'f1f5', 'variation': 'Rf5 a6 Qxa6+ Kc7 Rc5+ Kb8 Rxb5+ Kc7 Qb7#', 'judgment': {'name': 'Blunder', 'comment': 'Lost forced checkmate sequence. Rf5 was best.'}}, {'mate': 5}]","{'initial': 600, 'increment': 0, 'totalTime': 600}",1323,0,2,3,2,62,75,sandman353,1336,0,3,1,2,83,65,cardiotrap,black,1336,0,3,1,2,83,65,cardiotrap,Rated Rapid game,https://lichess.org/3vN5OVdx,2023.11.10,,sandman353,cardiotrap,1/2-1/2,1. Nc3 e5 2. Nf3 Nc6 3. d4 f6 4. dxe5 fxe5 5. e4 Bc5 6. Bc4 d6 7. Ng5 Nh6 8. Qf3 Bg4 9. Qg3 Nd4 10. O-O Qd7 11. Nd5 O-O-O 12. c3 Nc2 13. Rb1 c6 14. Ne3 Nxe3 15. Bxe3 Bxe3 16. fxe3 b5 17. Be6 Qxe6 18. Nxe6 Rde8 19. Nxg7 Re7 20. Nf5 Bxf5 21. exf5 Rg8 22. Qh4 Reg7 23. Qxh6 Rxg2+ 24. Kh1 c5 25. Qxh7 R2g7 26. Qh3 Kb7 27. f6 Rf7 28. Qe6 Rgf8 29. Qxd6 c4 30. Qd5+ Kb6 31. Qxe5 Ka6 32. Qe6+ Kb7 33. Rbd1 Kc7 34. Qd6+ Kc8 35. Qe6+ Kc7 36. Qd6+ Kc8 37. Qe6+ Kc7,37,Nc3,e5,Nf3,Nc6,d4,f6,dxe5,fxe5,e4,Bc5,Bc4,d6,Ng5,Nh6,Qf3,Bg4,Qg3,Nd4,O-O,Qd7,Kc7,TRUE,3,2,8,1,15,3,4,10,5,1,2,9,7,12,13,2,17,12
53gtoQTd,TRUE,1,Placebo,FALSE,TRUE,standard,rapid,rapid,1699630095252,1699630399906,mate,"{'white': {'user': {'name': 'MikhailShapiro', 'id': 'mikhailshapiro'}, 'rating': 1397, 'ratingDiff': -7, 'analysis': {'inaccuracy': 1, 'mistake': 1, 'blunder': 1, 'acpl': 64, 'accuracy': 81}}, 'black': {'user': {'name': 'sandman353', 'id': 'sandman353'}, 'rating': 1332, 'ratingDiff': 10, 'analysis': {'inaccuracy': 1, 'mistake': 0, 'blunder': 0, 'acpl': 31, 'accuracy': 96}}}",black,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Bb4 Nd5 Be7 d3 d6 Be3 O-O Bh6 gxh6 Qd2 Nxd5 Bxd5 Bg5 Nxg5 hxg5 O-O-O Nd4 f3 c6 Bc4 b5 Bb3 Nxb3+ cxb3 a5 a4 bxa4 bxa4 Be6 Qc3 c5 h3 Rb8 Rd2 Bb3 g4 Bxa4 Qa3 Bb5 Rhh2 a4 Kd1 Qa5 Ke1 c4 b4 Qb6 h4 Qe3+ Rhe2 Qg1#,"[{'eval': 36}, {'eval': 35}, {'eval': 29}, {'eval': 32}, {'eval': 17}, {'eval': 10}, {'eval': 0}, {'eval': 50}, {'eval': 45}, {'eval': 94}, {'eval': 48}, {'eval': 43}, {'eval': 7}, {'eval': 27}, {'eval': -438, 'best': 'c2c3', 'variation': 'c3 Na5', 'judgment': {'name': 'Blunder', 'comment': 'Blunder. c3 was best.'}}, {'eval': -428}, {'eval': -433}, {'eval': -433}, {'eval': -435}, {'eval': -433}, {'eval': -431}, {'eval': -383}, {'eval': -398}, {'eval': -382}, {'eval': -385}, {'eval': -403}, {'eval': -380}, {'eval': -385}, {'eval': -455}, {'eval': -383}, {'eval': -399}, {'eval': -413}, {'eval': -456}, {'eval': -451}, {'eval': -447}, {'eval': -443}, {'eval': -492}, {'eval': -503}, {'eval': -560}, {'eval': -560}, {'eval': -606}, {'eval': -563}, {'eval': -555}, {'eval': -520}, {'eval': -585}, {'eval': -490}, {'eval': -599}, {'eval': -602}, {'eval': -659}, {'eval': -614}, {'eval': -621}, {'eval': -589}, {'eval': -741}, {'eval': -668}, {'eval': -1682, 'best': 'e1f1', 'variation': 'Kf1 cxd3 Rhf2 Qd4 Rd1 Qc4 Qb2 Rbc8 Kg2 f6 h4 Qb3 Qd2 Rc2', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Kf1 was best.'}}, {'eval': -748, 'best': 'b6g1', 'variation': 'Qg1+ Ke2 Qxh2+ Kf1 Qxd2 Qa2 Qxd3+ Kf2 c3 Kg3 Qf1 hxg5 Qg1+ Kh3', 'judgment': {'name': 'Inaccuracy', 'comment': 'Inaccuracy. Qg1+ was best.'}}, {'mate': -1, 'best': 'e1f1', 'variation': 'Kf1 Rfc8 Rhf2 c3 Ra2 c2 Rfxc2 Qxf3+ Ke1 Bxd3 Qxd3 Qxd3 Rxc8+ Rxc8', 'judgment': {'name': 'Mistake', 'comment': 'Checkmate is now unavoidable. Kf1 was best.'}}]","{'initial': 600, 'increment': 0, 'totalTime': 600}",1397,-7,1,1,1,64,81,MikhailShapiro,1332,10,1,0,0,31,96,sandman353,white,1397,-7,1,1,1,64,81,MikhailShapiro,Rated Rapid game,https://lichess.org/53gtoQTd,2023.11.10,,MikhailShapiro,sandman353,0-1,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bc4 Bb4 5. Nd5 Be7 6. d3 d6 7. Be3 O-O 8. Bh6 gxh6 9. Qd2 Nxd5 10. Bxd5 Bg5 11. Nxg5 hxg5 12. O-O-O Nd4 13. f3 c6 14. Bc4 b5 15. Bb3 Nxb3+ 16. cxb3 a5 17. a4 bxa4 18. bxa4 Be6 19. Qc3 c5 20. h3 Rb8 21. Rd2 Bb3 22. g4 Bxa4 23. Qa3 Bb5 24. Rhh2 a4 25. Kd1 Qa5 26. Ke1 c4 27. b4 Qb6 28. h4 Qe3+ 29. Rhe2 Qg1#,29,e4,e5,Nf3,Nc6,Nc3,Nf6,Bc4,Bb4,Nd5,Be7,d3,d6,Be3,O-O,Bh6,gxh6,Qd2,Nxd5,Bxd5,Bg5,Qg1#,TRUE,6,3,4,1,3,4,7,1,5,1,4,2,13,4,9,2,7,6
